date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_858,Gap_Up_aVWAP_840,Gap_Up_aVWAP_828,Gap_Up_aVWAP_762,Gap_Up_aVWAP_756,Gap_Up_aVWAP_738,Gap_Up_aVWAP_726,Gap_Up_aVWAP_714,Gap_Down_aVWAP_864,Gap_Down_aVWAP_834,Gap_Down_aVWAP_804,Gap_Down_aVWAP_786,Gap_Down_aVWAP_778,Gap_Down_aVWAP_770,Gap_Down_aVWAP_757,Gap_Down_aVWAP_732,Gap_Down_aVWAP_720,Gap_Down_aVWAP_648,aVWAP_OB_bull_849,aVWAP_OB_bull_540,aVWAP_OB_bull_143,aVWAP_OB_bull_36,aVWAP_OB_bear_719,aVWAP_OB_bear_480,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,37.63,37.63,36.92,37.06,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,454.0,False,False,False,False
2025-03-28 15:00:00+00:00,37.06,37.085,36.94,36.99,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-148.0,-2.294573643410853,False,False,False,False,449.25581395348837,False,False,False,False
2025-03-28 16:00:00+00:00,36.99,37.105,36.99,37.105,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63009404388678,-82.44514106583017,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34.0,-2.786130641187429,False,False,False,False,444.0580493960699,False,False,False,False
2025-03-28 17:00:00+00:00,37.075,37.075,36.97,37.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.399136291033646,-75.08999363900931,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-588.0,-11.859213887060491,False,False,False,False,445.76257576202227,False,False,False,False
2025-03-28 18:00:00+00:00,37.0,37.02,36.85,36.88,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83751943211751,-72.59309967162397,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1120.0,-29.039691191137074,False,False,False,False,447.09959009129324,False,False,False,False
2025-03-28 19:00:00+00:00,36.88,36.92,36.57,36.81,4662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.901008727349044,-70.7885897538867,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5782.0,-118.23287427344502,False,False,False,False,512.4468832681723,False,False,False,False
2025-03-31 14:00:00+00:00,36.81,36.93,36.705,36.705,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96137888482284,-69.80034544301242,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5911.0,-208.04321730796525,False,False,False,False,506.5019703492859,False,False,False,False
2025-03-31 15:00:00+00:00,36.78,36.965,36.78,36.965,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.074521129921212,-57.41420899113416,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5872.0,-295.8565007605549,False,False,False,False,499.25387778573105,False,False,False,False
2025-03-31 16:00:00+00:00,36.965,36.965,36.775,36.88,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.06146942427184,-50.191690029037254,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6019.0,-384.58740772550755,False,False,False,False,493.7925773549445,False,False,False,False
2025-03-31 17:00:00+00:00,36.825,36.825,36.61,36.665,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9095368626325,-47.97792424135055,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6409.0,-477.98915334216633,False,False,False,False,492.1833901091314,False,False,False,False
2025-03-31 18:00:00+00:00,36.665,36.75,36.54,36.6,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.26876729411396,-46.35322537899296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7348.0,-584.5009494143808,False,False,False,False,499.110779409765,False,False,False,False
2025-03-31 19:00:00+00:00,36.6,36.7,36.5,36.59,1712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.038330667253515,-44.47192616585444,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9060.0,-715.9040354699717,False,False,False,False,517.9152634499237,False,False,False,False
2025-04-01 14:00:00+00:00,36.165,36.5,36.05,36.5,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,36.35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.025325978755347,-43.674310112278775,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10029.0,-860.2931201913675,False,False,False,False,524.9088252569017,False,False,False,False
