date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_810,Gap_Up_aVWAP_792,Gap_Up_aVWAP_762,Gap_Up_aVWAP_702,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Up_aVWAP_636,Gap_Up_aVWAP_630,Gap_Up_aVWAP_600,Gap_Up_aVWAP_576,Gap_Down_aVWAP_882,Gap_Down_aVWAP_870,Gap_Down_aVWAP_797,Gap_Down_aVWAP_744,Gap_Down_aVWAP_714,Gap_Down_aVWAP_672,Gap_Down_aVWAP_606,Gap_Down_aVWAP_594,Gap_Down_aVWAP_480,Gap_Down_aVWAP_402,aVWAP_OB_bull_807,aVWAP_OB_bull_633,aVWAP_OB_bull_504,aVWAP_OB_bull_449,aVWAP_OB_bull_365,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,5.265,5.28,5.25,5.26,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,5.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,453.0,False,False,False,False
2025-01-27 16:00:00+00:00,5.26,5.27,5.26,5.265,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,200.0,3.10077519379845,False,False,False,False,449.07751937984494,False,False,False,False
2025-01-27 17:00:00+00:00,5.265,5.275,5.255,5.255,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92307692307693,-30.76923076923073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-906.0,-10.993810468120905,False,False,False,False,459.2623640406226,False,False,False,False
2025-01-27 18:00:00+00:00,5.255,5.255,5.255,5.255,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846155,-30.76923076923073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-906.0,-24.869875422103526,False,False,False,False,452.14201731131055,False,False,False,False
2025-01-27 19:00:00+00:00,5.255,5.265,5.255,5.265,4633.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.05916654347149,-30.76923076923073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3727.0,33.29864977823917,False,False,False,False,516.9615209188871,False,False,False,False
2025-01-27 20:00:00+00:00,5.26,5.275,5.26,5.27,1442.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.96517181472473,-30.76923076923073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5169.0,112.92192652586337,False,False,False,False,531.3032027651059,False,False,False,False
2025-01-28 15:00:00+00:00,5.23,5.25,5.23,5.25,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4950974429039,-30.76923076923073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3945.0,172.33398968050113,False,False,False,False,542.0426879935538,False,False,False,False
2025-01-28 16:00:00+00:00,5.25,5.26,5.23,5.235,1864.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.651019500789886,-30.76923076923073,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2081.0,201.9257107707259,False,False,False,False,562.5381501952041,False,False,False,False
2025-01-28 17:00:00+00:00,5.235,5.25,5.235,5.245,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.49405958283103,-30.76923076923073,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3147.0,247.58577727040458,False,False,False,False,570.3437602696971,False,False,False,False
2025-01-28 18:00:00+00:00,5.245,5.265,5.245,5.255,1421.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.44675052402483,-30.76923076923073,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4568.0,314.5689435142743,False,False,False,False,583.5322291027251,False,False,False,False
