date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_870,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_786,Gap_Up_aVWAP_750,Gap_Up_aVWAP_744,Gap_Up_aVWAP_732,Gap_Up_aVWAP_675,Gap_Up_aVWAP_642,Gap_Down_aVWAP_834,Gap_Down_aVWAP_768,Gap_Down_aVWAP_756,Gap_Down_aVWAP_672,Gap_Down_aVWAP_654,Gap_Down_aVWAP_636,Gap_Down_aVWAP_624,Gap_Down_aVWAP_594,Gap_Down_aVWAP_534,Gap_Down_aVWAP_516,aVWAP_OB_bull_782,aVWAP_OB_bull_431,aVWAP_OB_bull_138,aVWAP_OB_bear_444,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,71.03,71.23,70.545,70.775,21242.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21242.0,False,False,False,False
2025-03-28 15:00:00+00:00,70.745,70.965,70.33,70.335,18670.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-18670.0,-289.4573643410853,False,False,False,False,21202.124031007752,False,False,False,False
2025-03-28 16:00:00+00:00,70.335,70.505,70.075,70.225,27177.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-45847.0,-995.7758548164173,False,False,False,False,21294.75776696112,False,False,False,False
2025-03-28 17:00:00+00:00,70.225,70.255,69.985,70.215,65823.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-111670.0,-2711.6552989277907,False,False,False,False,21985.118111659398,False,False,False,False
2025-03-28 18:00:00+00:00,70.215,70.3,69.65,69.7,52764.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-164434.0,-5218.978472587825,False,False,False,False,22462.310078920495,False,False,False,False
2025-03-28 19:00:00+00:00,69.69,69.86,69.28,69.35,58650.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-223084.0,-8596.730744330649,False,False,False,False,23023.359535061263,False,False,False,False
2025-03-31 14:00:00+00:00,69.5,69.89,69.49,69.81,43543.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.236627131203344,-40.78703558191699,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-179541.0,-11247.029492480562,False,False,False,False,23341.493495757986,False,False,False,False
2025-03-31 15:00:00+00:00,69.865,70.47,69.835,69.94,26248.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.115550859173645,-33.41020185461592,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-153293.0,-13449.292601124274,False,False,False,False,23386.55561210282,False,False,False,False
2025-03-31 16:00:00+00:00,69.945,70.09,69.73,70.015,11968.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.183364093585602,-27.909477435521886,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-141325.0,-15431.861708083587,False,False,False,False,23209.52374214774,False,False,False,False
2025-03-31 17:00:00+00:00,70.015,70.17,69.875,69.91,18446.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.831332313780788,-25.465529217985388,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-159771.0,-17669.677805632677,False,False,False,False,23135.67066087413,False,False,False,False
