date,Close,High,Low,Open,Volume
2024-12-27 00:00:00+00:00,27.4688185992,28.2191197812,27.3031676889,27.7124228791,1661718
2025-01-03 00:00:00+00:00,27.7806320774,28.0047480149,26.8451916427,27.0010983818,2961973
2025-01-10 00:00:00+00:00,26.2702855422,28.7745375394,25.4030543058,27.9462829878,4127131
2025-01-17 00:00:00+00:00,24.7014739798,26.1241229743,24.4481255287,26.0948904607,5663355
2025-01-24 00:00:00+00:00,24.9158457461,25.2958684227,23.7368010314,24.8963574037,6965002
2025-01-31 00:00:00+00:00,26.0071929199,26.7340106494,23.7019168986,24.7014739798,6420704
2025-02-07 00:00:00+00:00,26.66005239,27.2836793465,24.98892703,25.2763800803,6855256
2025-02-14 00:00:00+00:00,27.0205867242,27.410353572,25.3543334498,26.6210757052,4619153
2025-02-21 00:00:00+00:00,28.258096466,28.8135142241,26.8646799851,27.1959818057,3201615
2025-02-28 00:00:00+00:00,27.5009743641,28.1703989253,26.6715015287,28.1314222405,4400127
2025-03-07 00:00:00+00:00,27.3232301851,27.5207237174,25.6840338676,27.4417263045,4984746
2025-03-14 00:00:00+00:00,27.8663373988,29.0414239156,27.2541074488,27.2541074488,5561074
2025-03-21 00:00:00+00:00,29.0019252092,29.1796693882,27.8564627222,27.9453348117,4072900
2025-03-28 00:00:00+00:00,27.6095958069,29.5450324228,27.2639821255,28.9920505325,5769645
2025-04-04 00:00:00+00:00,25.2594227732,28.7945570003,25.2297987434,27.2541074488,8467367
2025-04-11 00:00:00+00:00,26.0493969022,26.4147599368,23.4327063468,24.2127070524,7912206
2025-04-18 00:00:00+00:00,26.8196216779,27.04673924,25.837091355,26.4443839667,4164595
2025-04-25 00:00:00+00:00,27.6984678964,27.9700215032,26.0197728724,26.7307495884,3698533
2025-05-02 00:00:00+00:00,27.8762120754,28.8143063535,27.3232301851,27.7478412794,4569325
2025-05-09 00:00:00+00:00,28.5378154084,28.6069381447,26.9282431207,28.0737056076,3803204
2025-05-16 00:00:00+00:00,29.6141551591,29.7918993381,28.192201727,28.6168128213,5024287
2025-05-23 00:00:00+00:00,28.5180660552,29.999267547,27.3726035682,29.2191680946,4186500
2025-05-30 00:00:00+00:00,29.39,29.6240298357,28.4884420253,28.7155595874,3524744
2025-06-06 00:00:00+00:00,29.61,30.65,28.765,29.35,4923359
2025-06-13 00:00:00+00:00,32.29,32.54,30.45,30.6,5443135
2025-06-20 00:00:00+00:00,31.42,32.79,31.19,32.37,4248461
2025-06-27 00:00:00+00:00,32.79,32.93,31.35,31.4,5022412
2025-07-04 00:00:00+00:00,34.11,34.22,31.97,32.44,3978959
2025-07-11 00:00:00+00:00,32.83,34.28,32.65,33.96,4092744
