date,Close,High,Low,Open,Volume
2022-01-03 00:00:00+00:00,92.837014311,93.6055885743,91.9079684982,91.9079684982,1447579
2022-01-04 00:00:00+00:00,96.0379994296,96.6545480144,93.7998436079,93.9011940602,2216636
2022-01-05 00:00:00+00:00,94.0870032227,96.3082673024,93.9940986414,95.3538838765,2302091
2022-01-06 00:00:00+00:00,95.6241517493,96.3327603284,94.6275389684,95.9619865904,1896997
2022-01-07 00:00:00+00:00,96.9501535003,97.9552121524,95.5565847811,96.0717829137,2060500
2022-01-10 00:00:00+00:00,96.6714397565,98.18325067,95.4383425868,97.7525112477,2009112
2022-01-11 00:00:00+00:00,97.4569057619,97.499135117,95.9619865904,97.1275167919,1409304
2022-01-12 00:00:00+00:00,97.6764984085,98.3943974457,96.9585993714,97.6004855693,1287991
2022-01-13 00:00:00+00:00,98.3268304775,99.6274946154,97.9805497654,98.2592635093,1653725
2022-01-14 00:00:00+00:00,99.154525838,99.2812139033,96.5278599491,97.2373131152,1736421
2022-01-18 00:00:00+00:00,97.7440653767,99.154525838,97.2457589862,98.9687166754,1618465
2022-01-19 00:00:00+00:00,95.5988141363,98.1072378308,95.505909555,97.9721038944,1540029
2022-01-20 00:00:00+00:00,94.9569279383,97.2542048572,94.7119976786,95.6663811045,1548570
2022-01-21 00:00:00+00:00,92.9130271502,94.6613224525,92.4923383144,94.6613224525,2108175
2022-01-24 00:00:00+00:00,92.4316125018,92.7778932138,88.5169512815,90.7931135228,2980272
2022-01-25 00:00:00+00:00,93.6647096715,94.2981499984,89.526232869,91.0549355246,2229448
2022-01-26 00:00:00+00:00,94.4079463217,95.8418863044,93.2846454753,94.6275389684,2374515
2022-01-27 00:00:00+00:00,93.4197794117,97.0430580816,92.5386216876,95.4890178129,1906762
2022-01-28 00:00:00+00:00,93.0650528287,93.2086326361,90.6410878444,93.0650528287,1939485
2022-01-31 00:00:00+00:00,94.2305830302,94.3403793535,91.0042602985,91.9079684982,2290094
2022-02-01 00:00:00+00:00,96.0042159455,96.3040443669,93.842072963,94.2305830302,1789054
2022-02-02 00:00:00+00:00,96.9585993714,97.0177204685,95.5734765232,96.2744838183,2159245
2022-02-03 00:00:00+00:00,95.7677315568,97.7356195057,95.5565847811,97.0683956947,2069962
2022-02-04 00:00:00+00:00,99.9484377143,101.0583096258,95.4721260709,96.2829296893,2962136
2022-02-07 00:00:00+00:00,100.7339037197,101.510923854,99.9484377143,100.3453936525,1993332
2022-02-08 00:00:00+00:00,102.4737531509,102.8115879919,101.2723279976,101.8740963081,2847929
2022-02-09 00:00:00+00:00,102.3555109566,103.4619200609,101.5996054998,102.0599054707,1907017
2022-02-10 00:00:00+00:00,102.5159825061,104.9146098773,102.0767972127,102.2203770202,2819234
2022-02-11 00:00:00+00:00,101.2322101102,103.7913090309,100.4382982338,102.0767972127,3408329
2022-02-14 00:00:00+00:00,98.8166909969,101.2935083166,97.7756170503,100.9500392482,2863789
2022-02-15 00:00:00+00:00,100.694037458,101.2316412173,99.7809644065,99.8406981575,1608115
2022-02-16 00:00:00+00:00,100.8305717461,101.6241772956,99.8833651226,99.9516322666,1847950
2022-02-17 00:00:00+00:00,97.4940150812,99.6188299394,96.8710773918,99.6188299394,2090548
2022-02-18 00:00:00+00:00,97.3404140071,98.987358857,96.7260097107,96.9052109638,2469126
2022-02-22 00:00:00+00:00,96.2225395234,97.5068151707,95.0961316468,97.161212754,1949295
2022-02-23 00:00:00+00:00,94.6267950315,97.5110818672,94.4134602064,97.169746147,2119711
2022-02-24 00:00:00+00:00,92.9713167886,93.3126525088,89.7286274467,91.4438394407,2973955
2022-02-25 00:00:00+00:00,96.2566730955,96.9137443568,93.5089205479,93.5430541199,2140880
2022-02-28 00:00:00+00:00,95.2838662929,95.386181675,92.8091823215,92.8689160725,2684378
