date,Close,High,Low,Open,Volume
2021-12-31 00:00:00+00:00,24.929826595,25.1871884212,24.8211922883,25.1871884212,126773
2022-01-07 00:00:00+00:00,24.7796018186,24.9542817912,24.621558034,24.8711008519,85364
2022-01-14 00:00:00+00:00,24.8794189458,25.0624170123,24.6797846915,24.7463294429,121140
2022-01-21 00:00:00+00:00,24.9784042636,25.0624170123,24.6631485036,24.8461465701,155674
2022-01-28 00:00:00+00:00,24.7179322039,24.9043732276,24.6124502742,24.9043732276,134382
2022-02-04 00:00:00+00:00,25.0216834141,25.1386071684,24.6625604546,24.7377257252,294152
2022-02-11 00:00:00+00:00,24.9381664468,25.33904789,24.9381664468,24.9966283239,62616
2022-02-18 00:00:00+00:00,25.2534429985,25.3306961933,24.9381664468,24.9966283239,100340
2022-02-25 00:00:00+00:00,24.7488351565,25.2015577508,23.9782845334,25.0925689781,93881
2022-03-04 00:00:00+00:00,23.3152974453,24.8034972179,23.2397598421,24.1200537755,279436
2022-03-11 00:00:00+00:00,22.8289560065,23.2229923386,22.6361297163,23.2229923386,136720
2022-03-18 00:00:00+00:00,23.4996561462,23.508039898,22.6361297163,22.745118489,97678
2022-03-25 00:00:00+00:00,23.3026379802,24.0194487545,23.1005919861,23.6170286707,87839
2022-04-01 00:00:00+00:00,23.5551954727,23.8245901315,23.2352893155,23.3025537943,39843
2022-04-08 00:00:00+00:00,23.2605450647,23.8919387961,22.9574760737,23.8245901315,52394
2022-04-15 00:00:00+00:00,23.1765276056,23.5725377539,23.0416619045,23.0669176538,72460
2022-04-22 00:00:00+00:00,22.6964158122,23.2100335662,22.4607796716,23.2100335662,40383
2022-04-29 00:00:00+00:00,22.2071077235,22.6587610882,22.0331087298,22.6164027326,84430
2022-05-06 00:00:00+00:00,21.9531266851,22.4466311197,21.8555587362,22.3121158626,38790
2022-05-13 00:00:00+00:00,21.8217396898,21.9147420674,21.2299063778,21.8471039746,106202
2022-05-20 00:00:00+00:00,22.2488742458,22.8278563202,21.6864635042,21.8132849282,101182
2022-05-27 00:00:00+00:00,22.8587102348,22.9606064171,22.1963850497,22.388208717,41318
2022-06-03 00:00:00+00:00,22.8500490593,22.9775891142,22.4706556071,22.7737967495,64622
2022-06-10 00:00:00+00:00,22.0690148218,22.926641023,22.0690148218,22.7058659613,77405
2022-06-17 00:00:00+00:00,21.7701193536,22.5020735966,21.364232894,22.1029802159,106130
2022-06-24 00:00:00+00:00,21.894942177,22.0911181295,21.517162081,21.814274366,33236
2022-07-01 00:00:00+00:00,21.7840601169,22.1167062972,21.5111196612,21.6646486675,50774
2022-07-08 00:00:00+00:00,21.4727374096,21.513678478,21.0292091692,21.513678478,57867
2022-07-15 00:00:00+00:00,21.2637673733,21.6446898967,20.4790635633,21.2125910378,108566
2022-07-22 00:00:00+00:00,21.4471492419,21.5708253859,21.1443559239,21.2040616486,55617
2022-07-29 00:00:00+00:00,22.203011369,22.4483158483,21.4237433846,21.4237433846,108512
2022-08-05 00:00:00+00:00,22.2706136164,22.7054442949,21.894902774,22.1485183027,26451
2022-08-12 00:00:00+00:00,23.013467209,23.3309150245,22.208494948,22.3798567918,215282
