date,Close,High,Low,Open,Volume
2025-05-16 00:00:00+00:00,22.8,25.26,22.09,23.5,6284903
2025-05-19 00:00:00+00:00,23.65,26.6,22.5,23.02,2612360
2025-05-20 00:00:00+00:00,21.91,23.7223,21.5,23.72,3349825
2025-05-21 00:00:00+00:00,22.44,24.015,21.03,21.515,4190823
2025-05-22 00:00:00+00:00,24.46,25.0,22.22,23.9,4666016
2025-05-23 00:00:00+00:00,22.95,24.24,22.62,23.025,2727756
2025-05-27 00:00:00+00:00,21.74,23.5,21.67,23.3,3351436
2025-05-28 00:00:00+00:00,20.38,20.853,18.8,19.3,4046567
2025-05-29 00:00:00+00:00,19.6,20.926,19.21,20.81,3679022
2025-05-30 00:00:00+00:00,18.15,18.89,17.99,18.85,12164240
2025-06-02 00:00:00+00:00,18.52,18.77,18.2,18.5,5652664
2025-06-03 00:00:00+00:00,19.13,19.58,18.28,18.68,4675036
2025-06-04 00:00:00+00:00,20.08,20.15,18.9211,19.33,5911963
2025-06-05 00:00:00+00:00,19.07,20.83,19.05,20.725,6914067
2025-06-06 00:00:00+00:00,19.98,20.02,18.95,19.05,4289096
2025-06-09 00:00:00+00:00,20.93,21.13,19.83,20.73,6283038
2025-06-10 00:00:00+00:00,20.0,21.3,19.75,21.14,3920526
2025-06-11 00:00:00+00:00,19.33,20.05,19.2,19.87,3273146
2025-06-12 00:00:00+00:00,19.42,20.62,19.0801,19.2,4757587
2025-06-13 00:00:00+00:00,18.84,19.2694,18.44,19.0,3139588
2025-06-16 00:00:00+00:00,19.37,19.85,18.9,19.23,3025557
2025-06-17 00:00:00+00:00,18.49,19.328,18.3,19.1,6435570
2025-06-18 00:00:00+00:00,19.04,19.47,17.95,18.61,7838001
2025-06-20 00:00:00+00:00,18.86,21.05,18.81,20.51,26245904
2025-06-23 00:00:00+00:00,18.47,19.04,17.4,18.25,8652040
2025-06-24 00:00:00+00:00,19.71,19.83,18.69,19.09,7775280
2025-06-25 00:00:00+00:00,19.4,20.11,19.14,20.01,3366648
2025-06-26 00:00:00+00:00,20.48,21.07,19.01,19.515,6116098
2025-06-27 00:00:00+00:00,19.97,21.1474,19.64,21.125,5056323
2025-06-30 00:00:00+00:00,21.9,22.4,20.41,20.5,10562811
2025-07-01 00:00:00+00:00,21.31,22.1499,20.8,21.88,7094338
2025-07-02 00:00:00+00:00,22.22,22.8299,20.8001,21.51,7822788
2025-07-03 00:00:00+00:00,21.75,22.65,21.59,22.29,3814440
2025-07-07 00:00:00+00:00,19.69,21.4363,19.2,21.335,7332534
2025-07-08 00:00:00+00:00,19.46,20.08,19.15,20.08,3688011
2025-07-09 00:00:00+00:00,20.17,20.26,19.05,19.92,6587804
2025-07-10 00:00:00+00:00,20.41,20.6,19.35,20.16,3929791
2025-07-11 00:00:00+00:00,20.63,21.84,20.36,20.545,6119917
2025-07-14 00:00:00+00:00,21.45,21.95,20.855,20.95,4279414
2025-07-15 00:00:00+00:00,20.86,21.57,20.4,21.0,4208976
2025-07-16 00:00:00+00:00,24.36,24.75,21.15,21.16,14157924
2025-07-17 00:00:00+00:00,26.04,26.17,23.67,24.285,11744485
