date,Close,High,Low,Open,Volume
2021-12-31 00:00:00+00:00,17.0541873983,17.0541873983,16.664034409,16.664034409,434509
2022-01-07 00:00:00+00:00,16.8140932511,17.1067079931,16.5364843933,17.0541873983,616438
2022-01-14 00:00:00+00:00,16.806590309,17.1442227036,16.5064726249,16.731560888,625605
2022-01-21 00:00:00+00:00,15.3660254253,16.7990873669,15.343372808,16.5815020459,807598
2022-01-28 00:00:00+00:00,15.3962289151,15.5170428742,14.3617593902,15.1697027418,1182394
2022-02-04 00:00:00+00:00,15.6001024711,16.4231475676,15.3976635809,15.4566358947,779831
2022-02-11 00:00:00+00:00,15.547246364,16.173968777,15.5170428742,15.6529585783,669466
2022-02-18 00:00:00+00:00,15.0484937672,15.5850007262,14.9205239511,15.5623481089,774728
2022-02-25 00:00:00+00:00,14.8812882809,14.9952920216,13.6804488793,14.9268897772,956214
2022-03-04 00:00:00+00:00,14.5848785552,14.9163254305,14.3568710739,14.8052857871,643257
2022-03-11 00:00:00+00:00,14.0908623457,14.5544775577,13.738590787,14.5544775577,828472
2022-03-18 00:00:00+00:00,15.4133057373,15.4589072336,13.5512446399,14.0908623457,684201
2022-03-25 00:00:00+00:00,15.2451185993,15.7325162112,15.0538853003,15.466507483,841400
2022-04-01 00:00:00+00:00,15.8494158243,16.1400904388,15.2298199354,15.2298199354,784911
2022-04-08 00:00:00+00:00,15.3904559066,16.1040620853,15.2412939334,15.8953118161,555478
2022-04-15 00:00:00+00:00,14.8091066775,15.5969878696,14.7938080136,15.3292612509,497894
2022-04-22 00:00:00+00:00,14.7912362554,15.5381128389,14.6714187022,14.8244053414,517491
2022-04-29 00:00:00+00:00,13.9365630517,14.8297350484,13.8826647416,14.6603403594,786423
2022-05-06 00:00:00+00:00,13.6593717424,14.3523500157,13.4360787432,13.8595654658,1000118
2022-05-13 00:00:00+00:00,12.8200980559,13.4745775362,12.2426161615,13.4283789846,1085567
2022-05-20 00:00:00+00:00,12.7431004699,13.2127857441,12.4890084364,12.8200980559,986192
2022-05-27 00:00:00+00:00,13.6959282955,13.6959282955,12.6949227713,12.8345979607,570962
2022-06-03 00:00:00+00:00,13.618330968,13.8744021486,13.4553765804,13.7890450884,554116
2022-06-10 00:00:00+00:00,12.8501174262,13.9907981398,12.8190784953,13.7735256229,792966
2022-06-17 00:00:00+00:00,11.8801508331,12.7337214351,11.7356646094,12.5474878492,833643
2022-06-24 00:00:00+00:00,12.4423980311,12.4971758841,11.9218519198,12.1595012119,606805
2022-07-01 00:00:00+00:00,12.6575967392,12.9158351889,12.4110964008,12.5128266992,1008445
2022-07-08 00:00:00+00:00,12.9353987078,13.0840814516,12.4032709933,12.4658742538,640277
2022-07-15 00:00:00+00:00,12.6302078127,13.1232084894,12.1533274756,12.841493817,615100
2022-07-22 00:00:00+00:00,13.6553362039,13.8997446464,12.661509443,12.7475889262,1243854
2022-07-29 00:00:00+00:00,14.7906528398,14.8379576997,13.4538963425,13.6868727772,693935
2022-08-05 00:00:00+00:00,14.924683276,15.1296710019,14.7394059083,14.7985369831,617893
2022-08-12 00:00:00+00:00,15.2321648649,15.2952380113,14.6960431202,14.9956405658,557274
2022-08-19 00:00:00+00:00,14.3570249581,15.3740794444,14.278183525,15.1612075752,749023
2022-08-26 00:00:00+00:00,13.8751044638,14.3913504799,13.8671622174,14.2229945219,468777
2022-09-02 00:00:00+00:00,13.4779921437,14.0101226527,13.3191472157,13.6686060574,646808
2022-09-09 00:00:00+00:00,13.9624691742,14.0577761311,13.2714937373,13.5256456221,504367
2022-09-16 00:00:00+00:00,13.4065119261,14.2086788127,13.2079557661,14.0418916383,621021
2022-09-23 00:00:00+00:00,11.9239272257,13.7281729054,11.827831103,13.2397247517,1052468
2022-09-30 00:00:00+00:00,12.0840874302,12.3881515784,11.5155187042,11.8758791643,1260130
2022-10-07 00:00:00+00:00,11.8518551336,12.6042076943,11.7717750314,12.2682716654,1382687
2022-10-14 00:00:00+00:00,11.9879913075,12.3563597779,11.507510694,11.8438471234,828709
2022-10-21 00:00:00+00:00,12.5085119721,12.7538774054,11.9559592666,12.2602636551,786458
2022-10-28 00:00:00+00:00,12.9768745896,13.3160337263,12.5166679419,12.6054145826,613519
