date,Open,High,Low,Close,Volume
2024-12-16 15:00:00+00:00,5.99,6.065,5.99,6.045,28104.0
2024-12-16 16:00:00+00:00,6.045,6.045,5.98,6.005,31302.0
2024-12-16 17:00:00+00:00,6.005,6.025,5.985,5.985,4734.0
2024-12-16 18:00:00+00:00,5.985,6.01,5.985,5.995,31349.0
2024-12-16 19:00:00+00:00,5.995,5.995,5.955,5.955,7257.0
2024-12-16 20:00:00+00:00,5.955,5.975,5.925,5.94,92232.0
2024-12-17 15:00:00+00:00,5.895,5.91,5.865,5.885,21635.0
2024-12-17 16:00:00+00:00,5.885,5.885,5.825,5.835,16179.0
2024-12-17 17:00:00+00:00,5.835,5.86,5.82,5.83,25990.0
2024-12-17 18:00:00+00:00,5.825,5.855,5.815,5.85,10359.0
2024-12-17 19:00:00+00:00,5.845,5.845,5.82,5.835,14592.0
2024-12-17 20:00:00+00:00,5.835,5.845,5.825,5.835,25367.0
2024-12-18 15:00:00+00:00,5.865,5.875,5.855,5.875,15224.0
2024-12-18 16:00:00+00:00,5.875,5.875,5.835,5.84,5780.0
2024-12-18 17:00:00+00:00,5.84,5.86,5.835,5.855,8381.0
2024-12-18 18:00:00+00:00,5.855,5.855,5.845,5.855,21180.0
2024-12-18 19:00:00+00:00,5.84,5.855,5.735,5.745,7311.0
2024-12-18 20:00:00+00:00,5.745,5.75,5.665,5.67,20873.0
2024-12-19 15:00:00+00:00,5.775,5.775,5.74,5.77,14649.0
2024-12-19 16:00:00+00:00,5.765,5.78,5.755,5.78,20175.0
2024-12-19 17:00:00+00:00,5.775,5.78,5.765,5.78,11955.0
2024-12-19 18:00:00+00:00,5.775,5.79,5.76,5.79,13915.0
2024-12-19 19:00:00+00:00,5.79,5.795,5.765,5.77,11403.0
2024-12-19 20:00:00+00:00,5.77,5.78,5.745,5.76,38045.0
2024-12-20 15:00:00+00:00,5.73,5.785,5.72,5.765,14651.0
2024-12-20 16:00:00+00:00,5.765,5.85,5.765,5.825,21308.0
2024-12-20 17:00:00+00:00,5.825,5.835,5.815,5.825,7069.0
2024-12-20 18:00:00+00:00,5.82,5.825,5.8,5.805,4716.0
2024-12-20 19:00:00+00:00,5.805,5.835,5.795,5.825,1529.0
2024-12-20 20:00:00+00:00,5.825,5.825,5.79,5.805,6035.0
2024-12-23 15:00:00+00:00,5.785,5.79,5.765,5.775,2290.0
2024-12-23 16:00:00+00:00,5.775,5.775,5.775,5.775,0.0
2024-12-23 17:00:00+00:00,5.775,5.775,5.775,5.775,0.0
2024-12-23 18:00:00+00:00,5.775,5.775,5.775,5.775,0.0
2024-12-23 19:00:00+00:00,5.775,5.775,5.775,5.775,0.0
2024-12-23 20:00:00+00:00,5.775,5.775,5.775,5.775,0.0
2024-12-24 15:00:00+00:00,5.805,5.825,5.8,5.815,9904.0
2024-12-24 16:00:00+00:00,5.815,5.83,5.815,5.825,2714.0
2024-12-24 17:00:00+00:00,5.825,5.85,5.825,5.85,693.0
2024-12-24 18:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-24 19:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-24 20:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 15:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 16:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 17:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 18:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 19:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-25 20:00:00+00:00,5.85,5.85,5.85,5.85,0.0
2024-12-26 15:00:00+00:00,5.865,5.885,5.86,5.885,2273.0
2024-12-26 16:00:00+00:00,5.885,5.89,5.87,5.875,4867.0
2024-12-26 17:00:00+00:00,5.875,5.875,5.86,5.865,669.0
2024-12-26 18:00:00+00:00,5.865,5.88,5.855,5.855,2249.0
2024-12-26 19:00:00+00:00,5.855,5.86,5.85,5.855,621.0
2024-12-26 20:00:00+00:00,5.855,5.87,5.85,5.865,41002.0
2024-12-27 15:00:00+00:00,5.87,5.87,5.845,5.855,18885.0
2024-12-27 16:00:00+00:00,5.855,5.875,5.85,5.855,2156.0
2024-12-27 17:00:00+00:00,5.855,5.855,5.825,5.835,19.0
2024-12-27 18:00:00+00:00,5.835,5.865,5.835,5.855,1419.0
2024-12-27 19:00:00+00:00,5.855,5.87,5.855,5.865,5123.0
2024-12-27 20:00:00+00:00,5.865,5.865,5.835,5.845,17601.0
2024-12-30 15:00:00+00:00,5.855,5.865,5.835,5.845,33157.0
2024-12-30 16:00:00+00:00,5.845,5.865,5.845,5.85,12018.0
2024-12-30 17:00:00+00:00,5.855,5.865,5.845,5.865,3245.0
2024-12-30 18:00:00+00:00,5.865,5.875,5.855,5.875,3223.0
2024-12-30 19:00:00+00:00,5.875,5.875,5.865,5.87,5505.0
2024-12-30 20:00:00+00:00,5.87,5.88,5.855,5.86,17420.0
2024-12-31 15:00:00+00:00,5.925,5.93,5.895,5.895,12539.0
2024-12-31 16:00:00+00:00,5.895,5.895,5.855,5.875,10148.0
2024-12-31 17:00:00+00:00,5.875,5.885,5.855,5.885,7020.0
2024-12-31 18:00:00+00:00,5.885,5.885,5.875,5.875,292.0
2024-12-31 19:00:00+00:00,5.875,5.895,5.865,5.885,3301.0
2024-12-31 20:00:00+00:00,5.885,5.895,5.865,5.88,18656.0
2025-01-01 15:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-01 16:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-01 17:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-01 18:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-01 19:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-01 20:00:00+00:00,5.88,5.88,5.88,5.88,0.0
2025-01-02 15:00:00+00:00,5.925,5.945,5.915,5.935,14693.0
