date,Close,High,Low,Open,Volume
2025-06-04 00:00:00+00:00,19.85,20.23,19.09,20.23,12855
2025-06-05 00:00:00+00:00,17.2848,20.47,17.14,19.6,13582
2025-06-06 00:00:00+00:00,18.48,18.48,18.075,18.245,10019
2025-06-09 00:00:00+00:00,19.3824,19.3824,18.13,18.13,2220
2025-06-10 00:00:00+00:00,19.8851,19.93,19.35,19.6,7809
2025-06-11 00:00:00+00:00,19.982,20.43,19.9,20.296,4041
2025-06-12 00:00:00+00:00,19.605,20.05,19.585,19.67,9182
2025-06-13 00:00:00+00:00,19.4634,19.8,19.29,19.44,3413
2025-06-16 00:00:00+00:00,20.3557,20.625,20.28,20.28,13017
2025-06-17 00:00:00+00:00,19.6127,20.28,19.32,20.28,4341
2025-06-18 00:00:00+00:00,19.8995,20.06,19.73,19.73,3412
2025-06-20 00:00:00+00:00,19.727,20.34,19.727,20.34,5780
2025-06-23 00:00:00+00:00,19.8395,20.2938,19.72,19.72,7876
2025-06-24 00:00:00+00:00,20.5433,20.686,20.2,20.2,4401
2025-06-25 00:00:00+00:00,21.1308,21.32,20.8,21.15,2995
2025-06-26 00:00:00+00:00,21.8802,21.89,21.61,21.665,1434
2025-06-27 00:00:00+00:00,20.6996,21.72,20.6996,21.5285,3024
2025-06-30 00:00:00+00:00,21.6087,21.97,21.5,21.5,7628
2025-07-01 00:00:00+00:00,20.5654,21.37,20.5654,21.37,3147
