date,Close,High,Low,Open,Volume
2022-01-03 00:00:00+00:00,13.5120307685,13.8264515322,13.3923090161,13.4152859181,79199
2022-01-04 00:00:00+00:00,13.7861411778,13.8425756739,13.5362169811,13.600713548,90441
2022-01-05 00:00:00+00:00,13.4717204141,13.8909480991,13.4636583433,13.834513603,66596
2022-01-06 00:00:00+00:00,13.6087756188,13.6732721857,13.5117082856,13.6410239023,49744
2022-01-07 00:00:00+00:00,13.6652101149,13.7700170361,13.5281549102,13.5845894062,105896
2022-01-10 00:00:00+00:00,13.5684652645,13.7619549652,13.4959066267,13.7619549652,46259
2022-01-11 00:00:00+00:00,13.7458308235,13.7700170361,13.3830376346,13.4389884064,68714
2022-01-12 00:00:00+00:00,13.6490859731,13.8506377448,13.6329618314,13.8022653196,60325
2022-01-13 00:00:00+00:00,13.8990101699,13.9393205243,13.7297066818,13.7297066818,67861
2022-01-14 00:00:00+00:00,13.9312584534,13.9755998432,13.7055204692,13.7055204692,94997
2022-01-18 00:00:00+00:00,13.6410239023,13.9876123287,13.6248997606,13.8748239573,60449
2022-01-19 00:00:00+00:00,13.5604031936,13.7942032487,13.4031928118,13.7942032487,68279
2022-01-20 00:00:00+00:00,13.3910997055,13.657148044,13.3266031386,13.600713548,54101
2022-01-21 00:00:00+00:00,13.3266031386,13.5684652645,13.302416926,13.3507893512,108839
2022-01-24 00:00:00+00:00,13.3507893512,13.5604031936,13.1734237922,13.302416926,177605
2022-01-25 00:00:00+00:00,13.3830376346,13.4314100598,13.1895479339,13.2862927843,106448
2022-01-26 00:00:00+00:00,13.3185410677,13.5926514771,13.2621065717,13.423347989,148728
2022-01-27 00:00:00+00:00,13.3346652094,13.5926514771,13.2782307134,13.5765273354,85083
2022-01-28 00:00:00+00:00,13.423347989,13.4314100598,13.1572996504,13.3104789969,89022
2022-01-31 00:00:00+00:00,13.2862927843,13.3346652094,13.2217962173,13.302416926,90274
2022-02-01 00:00:00+00:00,13.1976100048,13.3427272803,13.0847410127,13.2621065717,135578
2022-02-02 00:00:00+00:00,13.3185410677,13.3266031386,13.0524927292,13.1734237922,118994
2022-02-03 00:00:00+00:00,13.2056720756,13.4636583433,13.1895479339,13.2621065717,69759
2022-02-04 00:00:00+00:00,13.1734237922,13.2298582882,13.0202444457,13.1976100048,58654
2022-02-07 00:00:00+00:00,13.3346652094,13.3910997055,12.9960582331,13.0766789418,80974
2022-02-08 00:00:00+00:00,13.2298582882,13.4636583433,13.2217962173,13.3104789969,66723
2022-02-09 00:00:00+00:00,13.1572996504,13.3910997055,13.1331134378,13.2379203591,64634
2022-02-10 00:00:00+00:00,12.9557478788,13.1506887523,12.9154375245,13.1008651544,78398
