date,Open,High,Low,Close,Volume
2025-07-09 13:30:00+00:00,23.86,23.89,23.79,23.835,2459.0
2025-07-09 13:35:00+00:00,23.835,23.865,23.79,23.8,1500.0
2025-07-09 13:40:00+00:00,23.795,23.855,23.79,23.835,1231.0
2025-07-09 13:45:00+00:00,23.83,23.925,23.82,23.885,1133.0
2025-07-09 13:50:00+00:00,23.885,23.89,23.835,23.855,2152.0
2025-07-09 13:55:00+00:00,23.855,23.865,23.825,23.845,1004.0
2025-07-09 14:00:00+00:00,23.845,23.845,23.7,23.725,3281.0
2025-07-09 14:05:00+00:00,23.725,23.825,23.725,23.815,1738.0
2025-07-09 14:10:00+00:00,23.815,23.83,23.795,23.795,2510.0
2025-07-09 14:15:00+00:00,23.795,23.86,23.79,23.855,2745.0
2025-07-09 14:20:00+00:00,23.855,23.86,23.82,23.86,1504.0
2025-07-09 14:25:00+00:00,23.855,23.885,23.85,23.855,3035.0
2025-07-09 14:30:00+00:00,23.855,23.855,23.82,23.835,932.0
2025-07-09 14:35:00+00:00,23.835,23.845,23.82,23.825,1446.0
2025-07-09 14:40:00+00:00,23.825,23.83,23.75,23.775,261.0
2025-07-09 14:45:00+00:00,23.775,23.775,23.735,23.745,1471.0
2025-07-09 14:50:00+00:00,23.745,23.77,23.725,23.765,1016.0
2025-07-09 14:55:00+00:00,23.765,23.765,23.73,23.745,1716.0
2025-07-09 15:00:00+00:00,23.745,23.745,23.725,23.735,1013.0
2025-07-09 15:05:00+00:00,23.735,23.735,23.7,23.705,725.0
2025-07-09 15:10:00+00:00,23.705,23.71,23.63,23.63,3542.0
2025-07-09 15:15:00+00:00,23.635,23.67,23.605,23.615,3063.0
2025-07-09 15:20:00+00:00,23.615,23.615,23.555,23.58,2275.0
2025-07-09 15:25:00+00:00,23.575,23.61,23.565,23.605,940.0
2025-07-09 15:30:00+00:00,23.605,23.615,23.59,23.595,100.0
2025-07-09 15:35:00+00:00,23.595,23.615,23.595,23.615,359.0
2025-07-09 15:40:00+00:00,23.615,23.635,23.615,23.635,740.0
2025-07-09 15:45:00+00:00,23.635,23.64,23.595,23.605,395.0
2025-07-09 15:50:00+00:00,23.605,23.605,23.565,23.585,1145.0
2025-07-09 15:55:00+00:00,23.585,23.585,23.52,23.545,1835.0
2025-07-09 16:00:00+00:00,23.545,23.575,23.535,23.575,348.0
2025-07-09 16:05:00+00:00,23.575,23.595,23.565,23.585,135.0
2025-07-09 16:10:00+00:00,23.585,23.64,23.575,23.64,1735.0
2025-07-09 16:15:00+00:00,23.635,23.655,23.635,23.65,184.0
2025-07-09 16:20:00+00:00,23.655,23.66,23.64,23.645,421.0
2025-07-09 16:25:00+00:00,23.645,23.655,23.625,23.635,3006.0
2025-07-09 16:30:00+00:00,23.635,23.635,23.625,23.63,200.0
2025-07-09 16:35:00+00:00,23.635,23.675,23.625,23.67,195.0
2025-07-09 16:40:00+00:00,23.665,23.7,23.665,23.7,2720.0
2025-07-09 16:45:00+00:00,23.695,23.73,23.695,23.73,958.0
2025-07-09 16:50:00+00:00,23.725,23.735,23.72,23.72,1894.0
2025-07-09 16:55:00+00:00,23.725,23.725,23.705,23.715,1265.0
2025-07-09 17:00:00+00:00,23.715,23.735,23.71,23.725,340.0
2025-07-09 17:05:00+00:00,23.725,23.745,23.725,23.73,5.0
2025-07-09 17:10:00+00:00,23.735,23.775,23.73,23.765,416.0
2025-07-09 17:15:00+00:00,23.765,23.77,23.75,23.75,398.0
2025-07-09 17:20:00+00:00,23.755,23.77,23.745,23.755,402.0
2025-07-09 17:25:00+00:00,23.755,23.765,23.74,23.745,1087.0
2025-07-09 17:30:00+00:00,23.745,23.755,23.73,23.74,2319.0
2025-07-09 17:35:00+00:00,23.735,23.755,23.735,23.755,893.0
2025-07-09 17:40:00+00:00,23.755,23.755,23.735,23.745,600.0
2025-07-09 17:45:00+00:00,23.745,23.765,23.745,23.745,636.0
2025-07-09 17:50:00+00:00,23.75,23.79,23.745,23.79,212.0
2025-07-09 17:55:00+00:00,23.785,23.79,23.75,23.76,3570.0
2025-07-09 18:00:00+00:00,23.76,23.78,23.755,23.775,101.0
2025-07-09 18:05:00+00:00,23.775,23.775,23.765,23.775,121.0
2025-07-09 18:10:00+00:00,23.775,23.78,23.765,23.775,711.0
2025-07-09 18:15:00+00:00,23.775,23.795,23.75,23.76,1665.0
2025-07-09 18:20:00+00:00,23.755,23.755,23.745,23.745,1515.0
2025-07-09 18:25:00+00:00,23.745,23.755,23.74,23.745,422.0
2025-07-09 18:30:00+00:00,23.745,23.765,23.745,23.76,740.0
2025-07-09 18:35:00+00:00,23.765,23.765,23.74,23.75,306.0
2025-07-09 18:40:00+00:00,23.745,23.755,23.745,23.755,704.0
2025-07-09 18:45:00+00:00,23.755,23.755,23.745,23.755,494.0
2025-07-09 18:50:00+00:00,23.755,23.755,23.74,23.74,1013.0
2025-07-09 18:55:00+00:00,23.745,23.755,23.725,23.725,4142.0
2025-07-09 19:00:00+00:00,23.725,23.735,23.725,23.73,795.0
2025-07-09 19:05:00+00:00,23.735,23.785,23.725,23.765,2640.0
2025-07-09 19:10:00+00:00,23.765,23.775,23.76,23.77,3998.0
2025-07-09 19:15:00+00:00,23.775,23.815,23.775,23.8,2533.0
2025-07-09 19:20:00+00:00,23.805,23.815,23.79,23.795,1942.0
2025-07-09 19:25:00+00:00,23.795,23.815,23.79,23.805,3622.0
2025-07-09 19:30:00+00:00,23.805,23.805,23.79,23.79,2698.0
